Id,Text,RelevanceScore
1624128,"ולכן, אני קוראת מפה למפגינים שיושבים בחוץ: חזקו ואמצו, אנחנו מגבים אתכם.",1
1626114,"נכון. רק לכם מותר, לנו אסור.",1
1626711,"אדוני היושב-ראש, חבריי חברי הכנסת – אדוני היושב-ראש, לפני שמתחילה הדקה שלי, רק לאחל לך ברכות ומזל טוב. אני יודעת שכולם איחלו, לי לא יצא. שמחים וגאים שאתה פה איתנו.",1
1626712,"אני רוצה להגיד, אנחנו עוברים ימים לא פשוטים, כשאנחנו עדים לכך שראש הממשלה, שנבחר בצורה דמוקרטית, עובר באמת לינץ' תקשורתי מאין כמוהו. מאשימים אותו בתיקים תקדימיים, הזויים, מופרכים, יש לציין, שמעולם לא ראינו בשום מקום בעולם. אני רוצה לנצל את הדקה הזאת שיש לי, אדוני היושב-ראש, להקריא שלושה ציטוטים קצרים, כי הרי כשאני אומרת שיש הפיכה שלטונית בכסות הדמוקרטיה, וכך אמרתי אתמול, אומרים עליי שאני ימנית קיצונית, אתם יודעים, משתלחת במערכת המשפט. אז אולי אם אני אגיד שהנשיא ריבלין, לפני שהיה נשיא, היה מי שטבע את הביטוי ""כנופיית שלטון החוק"". טומי לפיד, זיכרונו לברכה, שאינו נמנה עם חברינו במחנה הפוליטי הימני, קרא למערכת המשפטית ""יחידת טרור"". מישאל חשין, זיכרונו לברכה, אמר: ""אם תשאלו אותי, קצב כבר הורשע בתקשורת. שופטים צריכים להיות עשויים מברזל כדי להתעלם ממה שכתוב בעיתונים"". מנדלבליט בעצמו אמר ב-2015 ""היועמ""ש וינשטיין תופר לי תיק כדי לסכל את המינוי שלי"". אני אסיים עם פרופ' רות גביזון, כלת פרס ישראל למשפטים, שאמרה שלנתניהו אין סיכוי למשפט צדק. אני רוצה להגיד דבר מאוד מאוד חשוב, כמי שיש לה ניסיון מר וקשה בעשור האחרון מול מערכת המשפט ובמאבק בהסתננות הבלתי-חוקית: קשה לי להאמין שראש הממשלה יקבל כאן הליך הוגן. אני מקווה, מאוד מקווה, שלא נגיע ליום שבו להצביע ימין יהיה גם דבר לא דמוקרטי בעיני חלק מהאנשים. אתם יודעים, היום הקשה אתמול – – –",1
1626713,"אני מסיימת. היום הקשה אתמול מתכתב עכשיו עם החלטה שאנחנו מקבלים בדקות האחרונות – אני לא יודעת מה כואב יותר – שבג""ץ ביטל את צו ההריסה שהוצא לביתו של המחבל שרצח את דביר שורק, השם ייקום דמו, ועל כך אני אומרת: בושה וחרפה.",1
1626715,בושה וחרפה. בושה וחרפה. בושה וחרפה למערכת המשפט.,1
1626718,יום שחור לדמוקרטיה הישראלית.,1
1626720,גזען. חצוף. אני אנטישמית?,1
1626723,תתבייש לך – – – מזהה תהליכים – – – חצוף.,1
1626725,"הוא, שמזהה תהליכים – – – אולי תלך לגרמניה? פשיסט. פשיסט, זה מה שאתה.",1
1629388,"אדוני היושב-ראש, אני רוצה להעיר היום את תשומת הלב של מי שצופה בנו ושל חברי הבית לנושא שאולי לא מדברים עליו, אבל אני מקבלת באמת אין-ספור פניות עליו, והוא חסימת פיות של ממש והשתקה של לא מעט אנשי ימין בישראל ברשת החברתית. אני מדברת על כך שבחצי השנה האחרונה מגיעות אין-ספור תלונות על כך שאנשי ימין – בפייסבוק וברשתות החברתיות כמו הטוויטר, אבל בפייסבוק במיוחד – נחסמים על לא עוול בכפם, בלי הסבר למה הם נחסמו, בלי אופן לערער; פשוט, דפי פייסבוק שלמים של אנשים שמרגישים באמת את הזכות להביע את קולם ואת דעתם בתוך רשת הפייסבוק נחסמים לחלוטין. אני מנצלת את הדקה שלי פה לקרוא מכאן למנכ""לית פייסבוק בישראל עדי תאני – ובאמת שמחנו מאוד על כך שיש סוף-סוף מנכ""לית של הרשת החברתית הגדולה הזאת – לשים לב לכך שיש פה ציבור שלם שמרגיש שמשתיקים אותו, תרתי משמע. אני מקווה שלא ניהפך לעוד דור ברשת הפייסבוק שמרגיש שגם משם מדירים אותו. תודה.",1
1631205,– – – למה? למה – – – בכל הציבור. למה? למה הוא צריך להתבייש?,1
1631343,"בושה וחרפה, אנשים מתים בכל העולם.",1
1631820,"אני עוד לא נאמתי עם היושב-ראש, אז ברכות על התפקיד.",1
