Id,Text,RelevanceScore
1408538,– – להקל על אותן שכבות מצוקה של עולים חדשים לבוא ולהיות חלק מעם ישראל ולא לעבור מסלול ייסורים של גיהינום.,2
1408540,"תוכנית לחיבור יהדות התפוצות – מה זה אם לא עבודה חברתית? השר פירון, לשעבר – 630 מיליון שקל תקציב תוספתי למשרד החינוך. אתה דרשת מיליארד בתקציב 2015; אז מכיוון שאתה לא שר החינוך אז משרד החינוך הוא כבר לא חשוב ולא צריך לתקצב אותו? זה נקרא כסף קואליציוני? לאן בדיוק ילך הכסף הזה במשרד החינוך?",1
1408542,"הוא ילך לסייעת שלישית בגני-ילדים, הוא ילך להקטנת כיתות הילדים בגני-הילדים, בבתי-הספר – – –",1
1408550,"אז החטיבה להתיישבות – נכון, זה תקציב קואליציוני קלאסי של הבית היהודי. אזרחי ישראל בנגב ובגליל זה לא חברתי? הם לא אזרחי מדינת ישראל? הגרעינים המשימתיים שאתה, מאיר כהן, מכיר אותם מצוין מהעבודה שלך בדימונה, זה לא חברתי? זה לא פריפריאלי?",5
1408551,"לשם הלך הכסף, לא לשום מקום אחר.",1
1408553,החרדים הם לא חלק מעם ישראל?,2
1408554,לא מגיע להם לקבל מעונות-יום?,1
1408555,"אז בהיבט הזה, נכון, ההסכמים הקואליציוניים מתקנים עיוותים שאתם עשיתם בקדנציה הקודמת כדי לדפוק את החרדים. אז סוף-סוף מתייחסים גם אליהם כאזרחי המדינה, גם אליהם כשכבות חלשות וכעניים, וגם הם צריכים לקבל את השירותים שמדינת ישראל נותנת לאזרחיה. הם לא פחות אזרחים. אני מציע לכולנו – ודיברו פה קודם על זה שהממשלה בקושי הושבעה ביום חמישי, ואיכשהו ביום שני כבר יש הצעת אי-אמון. ודווקא יאיר לפיד, יושב-ראש המפלגה שלכם, פרסם, באמת, פוסט מאוד יפה, מאוד אחראי, ביום שישי, על האופטימיות, על הרצון שלו לפרגן לממשלה שקמה. קמה כאן – קארין – קמה כאן ממשלה טובה, גם אם אתם לא חלק ממנה.",1
1408556,"תנו לה צ'אנס לעשות דברים טובים, ובעיקר אל תסכסכו ציבור בציבור. אל תעשו הון פוליטי על לסכסך את החברה הישראלית, מרכיב אחד במרכיב אחר. ואל תסדרו כאילו המתנחלים לוקחים את הכסף. צריך לחלק את הכסף בין כולם, בשוויון. ההסכמים הקואליציוניים שנחתמו היום הם ההסכמים הכי שוויוניים שיכולים להיות.",4
1410976,ואף-על-פי-כן אני מתנצל על האיחור.,1
1410978,"אדוני היושב-ראש, תודה רבה, חברי חברי הכנסת, אני אולי חבר כנסת חדש, יהיה מי שיגיד קצת תמים ונאיבי, אבל מתקשה קצת להבין את הקרקס הזה שאתם עכשיו, מפלגות האופוזיציה, כופים עלינו. ראיתי איזו כותרת באחת ההצעות: ממשלת הקרקס. לפני ממש לא הרבה זמן היו כאן בחירות, העם אמר את דברו, נבחרה הכנסת; אחרי משא-ומתן קואליציוני מתיש הוקמה הממשלה, זכתה באמון, ובסך הכול מממשת את החזון, את האג'נדה, את סדר-היום שהעם הסמיך אותה לקיים. ככה זה עובד. בסופו של יום לכל מפלגה יש סדר-יום – – –",1
1410980,"כן, חד-משמעית. זהו, אתם, קשה לכם לקבל – – –",1
1410981,קשה לכם ביש עתיד לקבל את העובדה שלא כל העם הצביע ליש עתיד. אפילו הרבה פחות ממה שהצביעו קודם הצביעו לכם.,1
1410982,יש חלק מאוד גדול בעם שבחר גם במפלגות החרדיות.,2
1410984,"תודה רבה, אדוני היושב-ראש. אז העם בחר, וחלק מאוד גדול ממנו בחר גם בליכוד וגם בבית היהודי, עם אמירות ברורות. הרי היה ברור לכולם, עוד הרבה לפני הבחירות, איזו קואליציה הולכת לקום בדיוק. היה ברור שתהיה קואליציה ימנית, לאומית, דתית, עם המפלגות הדתיות והחרדיות; הייתה ברורה בדיוק הדרך של הממשלה שהולכת לקום, ולזה העם נתן מנדט. ואתם היום, פחות משבועיים אחרי שהושבעה הממשלה הזאת, מגישים הצעת אי-אמון בעם. אז תפנימו את העקרונות של המערכת הדמוקרטית – –",4
1410985,"– – ואל תעשו לנו קרקס מהכנסת. עכשיו בכלל, אני רואה פה קרקס. הרי הייתה הצעת חוק משילות, הוביל אותה פה איווט ליברמן, חבר הכנסת ליברמן – –",1
1410986,"– – ואמרו: עכשיו צריך שהצעות האי-אמון יהיו קונסטרוקטיביות. אז אי-אפשר, אדוני היושב-ראש, להגיש הצעת אי-אמון אם אין אלטרנטיבה. אז אני עכשיו מתעורר פה לבדיחות, חבל על הזמן. אשכרה, אם זה לא היה עצוב היינו צוחקים. אני רואה פה ארבעה ראשי ממשלות מחלקים פה תיקים עכשיו כאילו באמת – חבר'ה, זה לא מצחיק. אנחנו משפילים את הכנסת. אנחנו מבזים את עצמנו בהצעות המצחיקות והפיקטיביות האלה. תכבדו את דין הבוחר, תנו צ'אנס ומנדט לממשלה שקיבלה את המנדט הזה מהעם כדי למשול. תפסיקו להתיש את כולנו במשחקים של ""נדמה לי"".",2
1410987,"הם משחקים פה במשחקים של ""נדמה לי"". הרי ברור לכולם שההצעות האלה ייפלו. ברור לכולם שהממשלות הכביכול-חלופיות שכל אחד פה ממציא – אני פתאום רואה איך יש עתיד בראשות הממשלה, וכל השרים מיש עתיד, וכל השרים מהמחנה הציוני. בכלל, אצל המפלגות הערביות, הרשימה המשותפת – נכון, איימן עודה אמר: אם הייתי ראש ממשלה, שר הכלכלה, שר הזה. חבר'ה, זאת בדיחה, אני באמת אומר. פתחתי בזה שאולי אני צעיר, תמים ונאיבי – – –",1
1410989,"חברת הכנסת גרמן, בואו נכבד את המוסד שזכינו כולנו לשרת בו. אי-אפשר לצפות מהציבור לכבד אותנו אם אנחנו עושים מעצמנו קרקס, מגישים הצעות פיקטיביות – – –",1
1410991,"תפסיקו להטריד את הממשלה. ראש הממשלה – חבר הכנסת ילין, מאוד היית רוצה שחבר הכנסת יאיר לפיד יהיה ראש הממשלה. מה לעשות שהציבור לא רוצה? הציבור בחר בבנימין נתניהו לעמוד בראשות הממשלה; הוא בחר בממשלה הנוכחית ברוב גדול מאוד. תנו לממשלה לעבוד ואל תגררו אותנו עכשיו לקרקס כל שבוע ביום שני.",1
1412631,"תודה רבה לחברת הכנסת קסניה סבטלובה. חברת הכנסת טלי פלוסקוב, בבקשה. שלוש דקות לרשותך.",1
1412634,"תודה רבה לחברת הכנסת טלי פלוסקוב. חבר הכנסת יואל – רזבוזוב, מחילה, קבל את התנצלותי. ואחריו – חבר הכנסת מכלוף מיקי זוהר, אם הוא יהיה פה עד אז. סליחה.",1
1412636,"סמוטריץ, גם תמיד מסתבכים, אז אנחנו בסדר.",2
1412638,תודה רבה לחבר הכנסת יואל רזבוזוב – עכשיו זה בסדר?,1
1412639,חבר הכנסת מכלוף מיקי זוהר – איננו נוכח. אנחנו נבקש מכבוד השר לביטחון פנים חבר הכנסת גלעד ארדן להשיב על ההצעות לסדר-היום.,1
1412641,"תודה רבה, אדוני. אנחנו נשמע עכשיו עמדות נוספות.",1
1412643,"רגע, אנחנו נשמע קודם, ברשותכם, נשמע קודם עמדות נוספות של חברי כנסת.",1
1412646,"אני מציע שנשמע קודם את העמדות הנוספות של חברי הכנסת ואחר כך נראה מה עושים עם ההצעה הלאה. ראשונת הדוברות, חברת הכנסת זהבה גלאון, בבקשה. אחריה – חברת הכנסת סופה לנדבר. דקה.",1
1412649,אנחנו לא נוריד את הזמן שכבר חלף מהזמן שהשר לא הקשיב.,1
1412651,"תודה רבה, חברת הכנסת גלאון. חברת הכנסת סופה לנדבר, בבקשה. ואחריה – חבר הכנסת נחמן שי.",1
1412653,"תודה רבה, חברת הכנסת לנדבר.",1
1412657,"חברת הכנסת לנדבר, אנחנו צריכים לעמוד בלוחות-הזמנים, אז אני אשמח אם תנסי לסיים. בבקשה.",1
1412662,"תודה רבה, חברת הכנסת לנדבר. חבר הכנסת נחמן שי, בבקשה. אחריו – חברת הכנסת עליזה לביא. דקה אחת לרשותך, אדוני.",1
1412665,"תודה, חבר הכנסת נחמן שי. חברת הכנסת עליזה לביא, בבקשה. אחריה – חבר הכנסת דב חנין.",1
1412669,"תודה רבה. חבר הכנסת דב חנין, בבקשה. ונשתדל בבקשה לעמוד בזמנים. דקה אחת לרשות אדוני.",1
1412671,"תודה רבה. חבר הכנסת עבדאללה אבו מערוף, בבקשה. דקה אחת לרשות אדוני.",1
1412674,"תודה רבה, חבר הכנסת אבו מערוף. היות שכבוד השר ארדן לא התנגד כאן להעברת הנושא לדיון בוועדה, אנחנו נצביע על זה. נדמה לי שבאופן מסורתי סוגיות כאלה עוברות לוועדת הפנים. האם יש כאן בקשות אחרות?",1
1412676,ועדת הפנים; אז אנחנו נצביע על זה. הצבעה מס' 2 בעד ההצעה להעביר את הנושא לוועדה – 14 נגד – אין נמנעים – אין ההצעה להעביר את הנושא לוועדת הפנים והגנת הסביבה נתקבלה.,1
1412677,"בעד העברת הנושא לדיון בוועדת הפנים – 14, אין מתנגדים, אין נמנעים. אני קובע שהנושא יועבר לדיון בוועדת הפנים של הכנסת.",1
