id,first name,last name,knesset site id,image url
474,גדעון,עזרא,96,https://fs.knesset.gov.il/globaldocs/MK/96/1_96_3_270.jpeg
2307,יהודה,הראל,47,https://fs.knesset.gov.il/globaldocs/MK/47/1_47_3_128.jpeg
405,בנימין,אלון,12,https://fs.knesset.gov.il/globaldocs/MK/12/1_12_3_36.jpeg
563,מאיר,פרוש,103,https://fs.knesset.gov.il/globaldocs/MK/103/1_103_3_285.jpeg
2468,יצחק,מרדכי,87,https://fs.knesset.gov.il/globaldocs/MK/87/1_87_3_239.jpeg
500,אליהו,סויסה,226,https://fs.knesset.gov.il/globaldocs/MK/226/1_226_3_581.jpeg
535,נתן,שרנסקי,127,https://fs.knesset.gov.il/globaldocs/MK/127/1_127_3_346.jpeg
494,אליהו,ישי,63,https://fs.knesset.gov.il/globaldocs/MK/63/1_63_3_166.jpeg
532,יולי יואל,אדלשטיין,1,https://fs.knesset.gov.il/globaldocs/MK/1/1_1_3_4.jpeg
493,דוד,טל,58,https://fs.knesset.gov.il/globaldocs/MK/58/1_58_3_155.jpeg
537,מקסים,לוי,74,https://fs.knesset.gov.il/globaldocs/MK/74/1_74_3_206.jpeg
558,עזמי,בשארה,29,https://fs.knesset.gov.il/globaldocs/MK/29/1_29_3_79.jpeg
550,עבד-אלמאלכ,דהאמשה,36,https://fs.knesset.gov.il/globaldocs/MK/36/1_36_3_98.jpeg
439,שלמה,בן-עמי,23,https://fs.knesset.gov.il/globaldocs/MK/23/1_23_3_66.jpeg
580,יצחק,כהן,65,https://fs.knesset.gov.il/globaldocs/MK/65/1_65_3_178.jpeg
412,צבי,הנדל,46,https://fs.knesset.gov.il/globaldocs/MK/46/1_46_3_126.jpeg
559,מיכאל,קליינר,109,https://fs.knesset.gov.il/globaldocs/MK/109/1_109_3_303.jpeg
455,אופיר,פינס-פז,100,https://fs.knesset.gov.il/globaldocs/MK/100/1_100_3_278.jpeg
2315,צבי,ויינברג,48,https://fs.knesset.gov.il/globaldocs/MK/48/1_48_3_130.jpeg
487,נסים,דהן,37,https://fs.knesset.gov.il/globaldocs/MK/37/1_37_3_100.jpeg
488,יצחק,וקנין,50,https://fs.knesset.gov.il/globaldocs/MK/50/1_50_3_136.jpeg
2420,אלכסנדר,לובוצקי,71,https://fs.knesset.gov.il/globaldocs/MK/71/1_71_3_200.jpeg
554,תאופיק,חטיב,57,https://fs.knesset.gov.il/globaldocs/MK/57/1_57_3_153.jpeg
2444,יהודה,לנקרי,79,https://fs.knesset.gov.il/globaldocs/MK/79/1_79_3_223.jpeg
2594,דוד,ראם,111,https://fs.knesset.gov.il/globaldocs/MK/111/1_111_3_307.jpeg
2208,שמריהו,בן-צור,24,https://fs.knesset.gov.il/globaldocs/MK/24/1_24_3_68.jpeg
448,סופה,לנדבר,78,https://fs.knesset.gov.il/globaldocs/MK/78/1_78_3_218.jpeg
2635,אברהם,שטרן,120,https://fs.knesset.gov.il/globaldocs/MK/120/1_120_3_329.jpeg
464,זאב,בוים,16,https://fs.knesset.gov.il/globaldocs/MK/16/1_16_3_50.jpeg
432,אפי,אושעיה,6,https://fs.knesset.gov.il/globaldocs/MK/6/1_6_3_17.jpeg
2511,אחמד,סעד,95,https://fs.knesset.gov.il/globaldocs/MK/95/1_95_3_267.jpeg
2449,אדיסו,מאסלה,81,https://fs.knesset.gov.il/globaldocs/MK/81/1_81_3_227.jpeg
461,שלום,שמחון,123,https://fs.knesset.gov.il/globaldocs/MK/123/1_123_3_338.jpeg
483,דוד,אזולאי,7,https://fs.knesset.gov.il/globaldocs/MK/7/1_7_3_21.jpeg
552,רומן,ברונפמן,26,https://fs.knesset.gov.il/globaldocs/MK/26/1_26_3_72.jpeg
2371,יונה,יהב,60,https://fs.knesset.gov.il/globaldocs/MK/60/1_60_3_159.jpeg
476,ראובן,ריבלין,114,https://fs.knesset.gov.il/globaldocs/MK/114/1_114_3_314.jpeg
565,מיכאל,נודלמן,89,https://fs.knesset.gov.il/globaldocs/MK/89/1_89_3_244.jpeg
533,מרינה,סולודקין,91,https://fs.knesset.gov.il/globaldocs/MK/91/1_91_3_254.jpeg
445,איתן,כבל,64,https://fs.knesset.gov.il/globaldocs/MK/64/1_64_3_171.jpeg
1068,ניסן,סלומינסקי,92,https://fs.knesset.gov.il/globaldocs/MK/92/1_92_3_258.jpeg
2187,יוסף,בורג,288,https://fs.knesset.gov.il/globaldocs/MK/288/1_288_3_708.jpeg
2194,יצחק,בן-אהרן,294,https://fs.knesset.gov.il/globaldocs/MK/294/1_294_3_720.jpeg
2273,שרה,דורון,359,https://fs.knesset.gov.il/globaldocs/MK/359/1_359_3_850.jpeg
2431,שלמה,לורינץ,481,https://fs.knesset.gov.il/globaldocs/MK/481/1_481_3_1094.jpeg
2476,יצחק,נבון,687,https://fs.knesset.gov.il/globaldocs/MK/687/1_687_3_1500.jpeg
2232,אליהו,גבאי,30,https://fs.knesset.gov.il/globaldocs/MK/30/1_30_3_81.jpeg
2345,רפיק,חג' יחיא,55,https://fs.knesset.gov.il/globaldocs/MK/55/1_55_3_149.jpeg
2475,יובל,נאמן,515,https://fs.knesset.gov.il/globaldocs/MK/515/1_515_3_1162.jpeg
2435,אברהם יוסף,לייזרזון,76,https://fs.knesset.gov.il/globaldocs/MK/76/1_76_3_210.jpeg
2650,דורון,שמואלי,124,https://fs.knesset.gov.il/globaldocs/MK/124/1_124_3_340.jpeg
468,ישראל,כץ,69,https://fs.knesset.gov.il/globaldocs/MK/69/1_69_3_191.jpeg
463,משה,ארנס,278,https://fs.knesset.gov.il/globaldocs/MK/278/1_278_3_688.jpeg
560,אחמד,טיבי,208,https://fs.knesset.gov.il/globaldocs/MK/208/1_208_3_520.jpeg
498,משולם,נהרי,222,https://fs.knesset.gov.il/globaldocs/MK/222/1_222_3_572.jpeg
2439,אמנון,ליפקין-שחק,215,https://fs.knesset.gov.il/globaldocs/MK/215/1_215_3_551.jpeg
523,חיים,דרוקמן,202,https://fs.knesset.gov.il/globaldocs/MK/202/1_202_3_503.jpeg
473,דני,נוה,223,https://fs.knesset.gov.il/globaldocs/MK/223/1_223_3_575.jpeg
501,יאיר,פרץ,228,https://fs.knesset.gov.il/globaldocs/MK/228/1_228_3_585.jpeg
490,נסים,זאב,206,https://fs.knesset.gov.il/globaldocs/MK/206/1_206_3_513.jpeg
1067,מתן,וילנאי,204,https://fs.knesset.gov.il/globaldocs/MK/204/1_204_3_508.jpeg
517,יוסף (טומי),לפיד,217,https://fs.knesset.gov.il/globaldocs/MK/217/1_217_3_560.jpeg
2498,אורי,סביר,224,https://fs.knesset.gov.il/globaldocs/MK/224/1_224_3_577.jpeg
521,זבולון,אורלב,194,https://fs.knesset.gov.il/globaldocs/MK/194/1_194_3_477.jpeg
542,עסאם,מח'ול,218,https://fs.knesset.gov.il/globaldocs/MK/218/1_218_3_562.jpeg
427,אביגדור,ליברמן,214,https://fs.knesset.gov.il/globaldocs/MK/214/1_214_3_548.jpeg
556,חיים,כץ,212,https://fs.knesset.gov.il/globaldocs/MK/212/1_212_3_535.jpeg
492,עופר,חוגי,207,https://fs.knesset.gov.il/globaldocs/MK/207/1_207_3_516.jpeg
485,יצחק,גאגולה,198,https://fs.knesset.gov.il/globaldocs/MK/198/1_198_3_485.jpeg
475,איוב,קרא,230,https://fs.knesset.gov.il/globaldocs/MK/230/1_230_3_591.jpeg
520,יוסף יצחק,פריצקי,227,https://fs.knesset.gov.il/globaldocs/MK/227/1_227_3_583.jpeg
539,דליה,רבין-פילוסוף,231,https://fs.knesset.gov.il/globaldocs/MK/231/1_231_3_596.jpeg
528,יעקב,ליצמן,216,https://fs.knesset.gov.il/globaldocs/MK/216/1_216_3_555.jpeg
421,אליעזר,כהן,209,https://fs.knesset.gov.il/globaldocs/MK/209/1_209_3_525.jpeg
540,מוחמד,ברכה,197,https://fs.knesset.gov.il/globaldocs/MK/197/1_197_3_482.jpeg
504,זהבה,גלאון,201,https://fs.knesset.gov.il/globaldocs/MK/201/1_201_3_498.jpeg
564,רחמים,מלול,219,https://fs.knesset.gov.il/globaldocs/MK/219/1_219_3_564.jpeg
503,אילן,גילאון,200,https://fs.knesset.gov.il/globaldocs/MK/200/1_200_3_491.jpeg
469,ציפי,לבני,213,https://fs.knesset.gov.il/globaldocs/MK/213/1_213_3_542.jpeg
505,אבשלום,וילן,203,https://fs.knesset.gov.il/globaldocs/MK/203/1_203_3_505.jpeg
555,מוחמד,כנעאן,211,https://fs.knesset.gov.il/globaldocs/MK/211/1_211_3_531.jpeg
2229,חוסניה,ג'בארה,199,https://fs.knesset.gov.il/globaldocs/MK/199/1_199_3_487.jpeg
495,אמנון,כהן,210,https://fs.knesset.gov.il/globaldocs/MK/210/1_210_3_528.jpeg
499,יצחק,סבן,225,https://fs.knesset.gov.il/globaldocs/MK/225/1_225_3_579.jpeg
518,יהודית,נאות,221,https://fs.knesset.gov.il/globaldocs/MK/221/1_221_3_568.jpeg
513,ויקטור,בריילובסקי,196,https://fs.knesset.gov.il/globaldocs/MK/196/1_196_3_479.jpeg
449,מיכאל,מלכיאור,220,https://fs.knesset.gov.il/globaldocs/MK/220/1_220_3_566.jpeg
477,יובל,שטייניץ,695,https://fs.knesset.gov.il/globaldocs/MK/695/1_695_3_1514.jpeg
525,נחום,לנגנטל,696,https://fs.knesset.gov.il/globaldocs/MK/696/1_696_3_1519.jpeg
1043,יולי,תמיר,697,https://fs.knesset.gov.il/globaldocs/MK/697/1_697_3_1521.jpeg
534,גנדי,ריגר,232,https://fs.knesset.gov.il/globaldocs/MK/232/1_232_3_598.jpeg
553,אלכסנדר,צינקר,229,https://fs.knesset.gov.il/globaldocs/MK/229/1_229_3_587.jpeg
431,קולט,אביטל,704,https://fs.knesset.gov.il/globaldocs/MK/704/1_704_3_1535.jpeg
511,מוסי,רז,708,https://fs.knesset.gov.il/globaldocs/MK/708/1_708_3_1545.jpeg
538,מרדכי,משעני,709,https://fs.knesset.gov.il/globaldocs/MK/709/1_709_3_1550.jpeg
548,נחמה,רונן,711,https://fs.knesset.gov.il/globaldocs/MK/711/1_711_3_1554.jpeg
30300,אמיר,אוחנה,953,https://fs.knesset.gov.il/globaldocs/MK/953/1_953_3_2628.jpeg
543,יחיאל,לסרי,712,https://fs.knesset.gov.il/globaldocs/MK/712/1_712_3_1556.jpeg
713,אורי,אריאל,713,https://fs.knesset.gov.il/globaldocs/MK/713/1_713_3_1560.jpeg
2502,עדנה,סולודר,537,https://fs.knesset.gov.il/globaldocs/MK/537/1_537_3_1204.jpeg
755,אלי,כהן,714,https://fs.knesset.gov.il/globaldocs/MK/714/1_714_3_1565.jpeg
763,אפי,איתם,715,https://fs.knesset.gov.il/globaldocs/MK/715/1_715_3_1567.jpeg
818,יהודה,גלעד,716,https://fs.knesset.gov.il/globaldocs/MK/716/1_716_3_1569.jpeg
889,צלי,רשף,718,https://fs.knesset.gov.il/globaldocs/MK/718/1_718_3_1574.jpeg
926,עוזי,אבן,719,https://fs.knesset.gov.il/globaldocs/MK/719/1_719_3_1576.jpeg
949,שאול,מופז,720,https://fs.knesset.gov.il/globaldocs/MK/720/1_720_3_1579.jpeg
865,אורית,נוקד,717,https://fs.knesset.gov.il/globaldocs/MK/717/1_717_3_1572.jpeg
986,פנחס,צברי,722,https://fs.knesset.gov.il/globaldocs/MK/722/1_722_3_1582.jpeg
1027,גדעון,סער,725,https://fs.knesset.gov.il/globaldocs/MK/725/1_725_3_1595.jpeg
1041,לאה,נס,738,https://fs.knesset.gov.il/globaldocs/MK/738/1_738_3_1634.jpeg
1044,יצחק,הרצוג,740,https://fs.knesset.gov.il/globaldocs/MK/740/1_740_3_1642.jpeg
1038,רוני,בר-און,735,https://fs.knesset.gov.il/globaldocs/MK/735/1_735_3_1627.jpeg
1061,ג'מאל,זחאלקה,756,https://fs.knesset.gov.il/globaldocs/MK/756/1_756_3_1690.jpeg
1059,גילה,פינקלשטיין,753,https://fs.knesset.gov.il/globaldocs/MK/753/1_753_3_1677.jpeg
1055,אריה,אלדד,752,https://fs.knesset.gov.il/globaldocs/MK/752/1_752_3_1675.jpeg
1039,ענבל,גבריאלי,736,https://fs.knesset.gov.il/globaldocs/MK/736/1_736_3_1629.jpeg
1045,דני,יתום,741,https://fs.knesset.gov.il/globaldocs/MK/741/1_741_3_1647.jpeg
1032,אהוד,יתום,729,https://fs.knesset.gov.il/globaldocs/MK/729/1_729_3_1606.jpeg
1056,יעקב,מרגי,751,https://fs.knesset.gov.il/globaldocs/MK/751/1_751_3_1669.jpeg
1053,חמי,דורון,749,https://fs.knesset.gov.il/globaldocs/MK/749/1_749_3_1663.jpeg
1025,גילה,גמליאל,723,https://fs.knesset.gov.il/globaldocs/MK/723/1_723_3_1586.jpeg
1028,דניאל,בנלולו,726,https://fs.knesset.gov.il/globaldocs/MK/726/1_726_3_1598.jpeg
1040,יחיאל,חזן,737,https://fs.knesset.gov.il/globaldocs/MK/737/1_737_3_1631.jpeg
1031,יעקב,אדרי,728,https://fs.knesset.gov.il/globaldocs/MK/728/1_728_3_1604.jpeg
1057,ישראל,אייכלר,754,https://fs.knesset.gov.il/globaldocs/MK/754/1_754_3_1681.jpeg
1062,ואסל,טאהא,757,https://fs.knesset.gov.il/globaldocs/MK/757/1_757_3_1695.jpeg
1036,מיכאל,גורלובסקי,733,https://fs.knesset.gov.il/globaldocs/MK/733/1_733_3_1617.jpeg
1026,רוחמה,אברהם-בלילא,724,https://fs.knesset.gov.il/globaldocs/MK/724/1_724_3_1592.jpeg
1033,אלי,אפללו,730,https://fs.knesset.gov.il/globaldocs/MK/730/1_730_3_1609.jpeg
1034,משה,כחלון,731,https://fs.knesset.gov.il/globaldocs/MK/731/1_731_3_1612.jpeg
1052,אילן,ליבוביץ,748,https://fs.knesset.gov.il/globaldocs/MK/748/1_748_3_1661.jpeg
1042,עמרם,מצנע,739,https://fs.knesset.gov.il/globaldocs/MK/739/1_739_3_1637.jpeg
